Status,Path,Consensus / Baseline,Different Files,E:/Coding/Spyder Projects/XML-Editor/XMLs/game.xml,E:/Coding/Spyder Projects/XML-Editor/XMLs/game2.xml,E:/Coding/Spyder Projects/XML-Editor/XMLs/game4.xml,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated.xml
Same as Baseline,/careerSavegame[1]/mod[39],E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: <empty>,,<empty>,<empty>,<empty>,<empty>,<empty>
Same as Baseline,/careerSavegame[1]/mod[39]/@fileHash,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: ca6d33b3a73587ab3428250669664155,,ca6d33b3a73587ab3428250669664155,ca6d33b3a73587ab3428250669664155,ca6d33b3a73587ab3428250669664155,ca6d33b3a73587ab3428250669664155,ca6d33b3a73587ab3428250669664155
Same as Baseline,/careerSavegame[1]/mod[39]/@modName,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: FS25_JD8350,,FS25_JD8350,FS25_JD8350,FS25_JD8350,FS25_JD8350,FS25_JD8350
Same as Baseline,/careerSavegame[1]/mod[39]/@required,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: false,,false,false,false,false,false
Same as Baseline,/careerSavegame[1]/mod[39]/@title,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: John Deere 8350,,John Deere 8350,John Deere 8350,John Deere 8350,John Deere 8350,John Deere 8350
Same as Baseline,/careerSavegame[1]/mod[39]/@version,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 1.0.0.0,,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0
Same as Baseline,/careerSavegame[1]/mod[40],E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: <empty>,,<empty>,<empty>,<empty>,<empty>,<empty>
Same as Baseline,/careerSavegame[1]/mod[40]/@fileHash,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 77db9687ac06d0dffffed896968256ff,,77db9687ac06d0dffffed896968256ff,77db9687ac06d0dffffed896968256ff,77db9687ac06d0dffffed896968256ff,77db9687ac06d0dffffed896968256ff,77db9687ac06d0dffffed896968256ff
Same as Baseline,/careerSavegame[1]/mod[40]/@modName,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: FS25_JeantilBR10430,,FS25_JeantilBR10430,FS25_JeantilBR10430,FS25_JeantilBR10430,FS25_JeantilBR10430,FS25_JeantilBR10430
Same as Baseline,/careerSavegame[1]/mod[40]/@required,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: false,,false,false,false,false,false
Same as Baseline,/careerSavegame[1]/mod[40]/@title,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: Jeantil BR 104-30,,Jeantil BR 104-30,Jeantil BR 104-30,Jeantil BR 104-30,Jeantil BR 104-30,Jeantil BR 104-30
Same as Baseline,/careerSavegame[1]/mod[40]/@version,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 1.0.0.0,,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0
Same as Baseline,/careerSavegame[1]/mod[41],E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: <empty>,,<empty>,<empty>,<empty>,<empty>,<empty>
Same as Baseline,/careerSavegame[1]/mod[41]/@fileHash,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 1a4047b835092e72e709f36f0f09777e,,1a4047b835092e72e709f36f0f09777e,1a4047b835092e72e709f36f0f09777e,1a4047b835092e72e709f36f0f09777e,1a4047b835092e72e709f36f0f09777e,1a4047b835092e72e709f36f0f09777e
Same as Baseline,/careerSavegame[1]/mod[41]/@modName,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: FS25_mcCormickW4,,FS25_mcCormickW4,FS25_mcCormickW4,FS25_mcCormickW4,FS25_mcCormickW4,FS25_mcCormickW4
Same as Baseline,/careerSavegame[1]/mod[41]/@required,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: false,,false,false,false,false,false
Same as Baseline,/careerSavegame[1]/mod[41]/@title,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: McCormick Deering W4,,McCormick Deering W4,McCormick Deering W4,McCormick Deering W4,McCormick Deering W4,McCormick Deering W4
Same as Baseline,/careerSavegame[1]/mod[41]/@version,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 1.0.0.0,,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0
Same as Baseline,/careerSavegame[1]/mod[42],E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: <empty>,,<empty>,<empty>,<empty>,<empty>,<empty>
Same as Baseline,/careerSavegame[1]/mod[42]/@fileHash,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 81a9a20e5303cfb5f08231d53d56f92b,,81a9a20e5303cfb5f08231d53d56f92b,81a9a20e5303cfb5f08231d53d56f92b,81a9a20e5303cfb5f08231d53d56f92b,81a9a20e5303cfb5f08231d53d56f92b,81a9a20e5303cfb5f08231d53d56f92b
Same as Baseline,/careerSavegame[1]/mod[42]/@modName,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: FS25_E281_Pack,,FS25_E281_Pack,FS25_E281_Pack,FS25_E281_Pack,FS25_E281_Pack,FS25_E281_Pack
Same as Baseline,/careerSavegame[1]/mod[42]/@required,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: false,,false,false,false,false,false
Same as Baseline,/careerSavegame[1]/mod[42]/@title,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: Fortschritt E 281-C Pack,,Fortschritt E 281-C Pack,Fortschritt E 281-C Pack,Fortschritt E 281-C Pack,Fortschritt E 281-C Pack,Fortschritt E 281-C Pack
Same as Baseline,/careerSavegame[1]/mod[42]/@version,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 1.0.0.0,,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0
Same as Baseline,/careerSavegame[1]/mod[43],E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: <empty>,,<empty>,<empty>,<empty>,<empty>,<empty>
Same as Baseline,/careerSavegame[1]/mod[43]/@fileHash,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: b93fb9f183e651d1f7eb6b42e24bea8c,,b93fb9f183e651d1f7eb6b42e24bea8c,b93fb9f183e651d1f7eb6b42e24bea8c,b93fb9f183e651d1f7eb6b42e24bea8c,b93fb9f183e651d1f7eb6b42e24bea8c,b93fb9f183e651d1f7eb6b42e24bea8c
Same as Baseline,/careerSavegame[1]/mod[43]/@modName,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: FS25_zetor3011,,FS25_zetor3011,FS25_zetor3011,FS25_zetor3011,FS25_zetor3011,FS25_zetor3011
Same as Baseline,/careerSavegame[1]/mod[43]/@required,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: false,,false,false,false,false,false
Same as Baseline,/careerSavegame[1]/mod[43]/@title,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: Zetor 3011 Major,,Zetor 3011 Major,Zetor 3011 Major,Zetor 3011 Major,Zetor 3011 Major,Zetor 3011 Major
Same as Baseline,/careerSavegame[1]/mod[43]/@version,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 1.0.1.0,,1.0.1.0,1.0.1.0,1.0.1.0,1.0.1.0,1.0.1.0
Same as Baseline,/careerSavegame[1]/mod[44],E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: <empty>,,<empty>,<empty>,<empty>,<empty>,<empty>
Same as Baseline,/careerSavegame[1]/mod[44]/@fileHash,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 4275160198b18ce7c473857e5f29a25d,,4275160198b18ce7c473857e5f29a25d,4275160198b18ce7c473857e5f29a25d,4275160198b18ce7c473857e5f29a25d,4275160198b18ce7c473857e5f29a25d,4275160198b18ce7c473857e5f29a25d
Same as Baseline,/careerSavegame[1]/mod[44]/@modName,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: FS25_dalboMegaRoll2430,,FS25_dalboMegaRoll2430,FS25_dalboMegaRoll2430,FS25_dalboMegaRoll2430,FS25_dalboMegaRoll2430,FS25_dalboMegaRoll2430
Same as Baseline,/careerSavegame[1]/mod[44]/@required,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: false,,false,false,false,false,false
Same as Baseline,/careerSavegame[1]/mod[44]/@title,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: Dalbo MegaRoll 2430,,Dalbo MegaRoll 2430,Dalbo MegaRoll 2430,Dalbo MegaRoll 2430,Dalbo MegaRoll 2430,Dalbo MegaRoll 2430
Same as Baseline,/careerSavegame[1]/mod[44]/@version,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 1.0.0.0,,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0
Same as Baseline,/careerSavegame[1]/mod[45],E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: <empty>,,<empty>,<empty>,<empty>,<empty>,<empty>
Same as Baseline,/careerSavegame[1]/mod[45]/@fileHash,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 2918255a9e3dc3c8398cf3d63aaa6860,,2918255a9e3dc3c8398cf3d63aaa6860,2918255a9e3dc3c8398cf3d63aaa6860,2918255a9e3dc3c8398cf3d63aaa6860,2918255a9e3dc3c8398cf3d63aaa6860,2918255a9e3dc3c8398cf3d63aaa6860
Same as Baseline,/careerSavegame[1]/mod[45]/@modName,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: FS25_johnDeereXUV865M,,FS25_johnDeereXUV865M,FS25_johnDeereXUV865M,FS25_johnDeereXUV865M,FS25_johnDeereXUV865M,FS25_johnDeereXUV865M
Same as Baseline,/careerSavegame[1]/mod[45]/@required,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: false,,false,false,false,false,false
Same as Baseline,/careerSavegame[1]/mod[45]/@title,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: John Deere XUV865M,,John Deere XUV865M,John Deere XUV865M,John Deere XUV865M,John Deere XUV865M,John Deere XUV865M
Same as Baseline,/careerSavegame[1]/mod[45]/@version,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 1.0.0.1,,1.0.0.1,1.0.0.1,1.0.0.1,1.0.0.1,1.0.0.1
Same as Baseline,/careerSavegame[1]/mod[46],E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: <empty>,,<empty>,<empty>,<empty>,<empty>,<empty>
Same as Baseline,/careerSavegame[1]/mod[46]/@fileHash,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 712fac2809570cbf0d62d4b2ed04d8ab,,712fac2809570cbf0d62d4b2ed04d8ab,712fac2809570cbf0d62d4b2ed04d8ab,712fac2809570cbf0d62d4b2ed04d8ab,712fac2809570cbf0d62d4b2ed04d8ab,712fac2809570cbf0d62d4b2ed04d8ab
Same as Baseline,/careerSavegame[1]/mod[46]/@modName,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: FS25_johnDeere1365,,FS25_johnDeere1365,FS25_johnDeere1365,FS25_johnDeere1365,FS25_johnDeere1365,FS25_johnDeere1365
Same as Baseline,/careerSavegame[1]/mod[46]/@required,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: false,,false,false,false,false,false
Same as Baseline,/careerSavegame[1]/mod[46]/@title,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: John Deere 1365 Mower,,John Deere 1365 Mower,John Deere 1365 Mower,John Deere 1365 Mower,John Deere 1365 Mower,John Deere 1365 Mower
Same as Baseline,/careerSavegame[1]/mod[46]/@version,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 1.0.0.0,,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0
Same as Baseline,/careerSavegame[1]/mod[47],E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: <empty>,,<empty>,<empty>,<empty>,<empty>,<empty>
Same as Baseline,/careerSavegame[1]/mod[47]/@fileHash,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 5c710f580d0609c3e4e9ce6fac0ce2e1,,5c710f580d0609c3e4e9ce6fac0ce2e1,5c710f580d0609c3e4e9ce6fac0ce2e1,5c710f580d0609c3e4e9ce6fac0ce2e1,5c710f580d0609c3e4e9ce6fac0ce2e1,5c710f580d0609c3e4e9ce6fac0ce2e1
Same as Baseline,/careerSavegame[1]/mod[47]/@modName,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: FS25_JCB_Fastrac8330,,FS25_JCB_Fastrac8330,FS25_JCB_Fastrac8330,FS25_JCB_Fastrac8330,FS25_JCB_Fastrac8330,FS25_JCB_Fastrac8330
Same as Baseline,/careerSavegame[1]/mod[47]/@required,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: false,,false,false,false,false,false
Same as Baseline,/careerSavegame[1]/mod[47]/@title,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: JCB Fastrac 8330,,JCB Fastrac 8330,JCB Fastrac 8330,JCB Fastrac 8330,JCB Fastrac 8330,JCB Fastrac 8330
Same as Baseline,/careerSavegame[1]/mod[47]/@version,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 1.0.0.0,,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0
Same as Baseline,/careerSavegame[1]/mod[48],E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: <empty>,,<empty>,<empty>,<empty>,<empty>,<empty>
Same as Baseline,/careerSavegame[1]/mod[48]/@fileHash,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 9672ee1d7e24738d99b0033204627156,,9672ee1d7e24738d99b0033204627156,9672ee1d7e24738d99b0033204627156,9672ee1d7e24738d99b0033204627156,9672ee1d7e24738d99b0033204627156,9672ee1d7e24738d99b0033204627156
Same as Baseline,/careerSavegame[1]/mod[48]/@modName,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: FS25_JD_1775NT_2022,,FS25_JD_1775NT_2022,FS25_JD_1775NT_2022,FS25_JD_1775NT_2022,FS25_JD_1775NT_2022,FS25_JD_1775NT_2022
Same as Baseline,/careerSavegame[1]/mod[48]/@required,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: false,,false,false,false,false,false
Same as Baseline,/careerSavegame[1]/mod[48]/@title,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: John Deere 1775NT 2022,,John Deere 1775NT 2022,John Deere 1775NT 2022,John Deere 1775NT 2022,John Deere 1775NT 2022,John Deere 1775NT 2022
Same as Baseline,/careerSavegame[1]/mod[48]/@version,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 1.0.0.0,,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0
Same as Baseline,/careerSavegame[1]/mod[49],E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: <empty>,,<empty>,<empty>,<empty>,<empty>,<empty>
Same as Baseline,/careerSavegame[1]/mod[49]/@fileHash,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 53aaa44824f2c6c37779e730053cedf2,,53aaa44824f2c6c37779e730053cedf2,53aaa44824f2c6c37779e730053cedf2,53aaa44824f2c6c37779e730053cedf2,53aaa44824f2c6c37779e730053cedf2,53aaa44824f2c6c37779e730053cedf2
Same as Baseline,/careerSavegame[1]/mod[49]/@modName,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: FS25_Sales_Plus,,FS25_Sales_Plus,FS25_Sales_Plus,FS25_Sales_Plus,FS25_Sales_Plus,FS25_Sales_Plus
Same as Baseline,/careerSavegame[1]/mod[49]/@required,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: false,,false,false,false,false,false
Same as Baseline,/careerSavegame[1]/mod[49]/@title,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: Sales Plus,,Sales Plus,Sales Plus,Sales Plus,Sales Plus,Sales Plus
Same as Baseline,/careerSavegame[1]/mod[49]/@version,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 1.0.0.0,,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0
Same as Baseline,/careerSavegame[1]/mod[50],E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: <empty>,,<empty>,<empty>,<empty>,<empty>,<empty>
Same as Baseline,/careerSavegame[1]/mod[50]/@fileHash,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: a49e2e326f5ac8ee7f372368e6efe681,,a49e2e326f5ac8ee7f372368e6efe681,a49e2e326f5ac8ee7f372368e6efe681,a49e2e326f5ac8ee7f372368e6efe681,a49e2e326f5ac8ee7f372368e6efe681,a49e2e326f5ac8ee7f372368e6efe681
Same as Baseline,/careerSavegame[1]/mod[50]/@modName,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: FS25_johnDeereSeries7010_SLM,,FS25_johnDeereSeries7010_SLM,FS25_johnDeereSeries7010_SLM,FS25_johnDeereSeries7010_SLM,FS25_johnDeereSeries7010_SLM,FS25_johnDeereSeries7010_SLM
Same as Baseline,/careerSavegame[1]/mod[50]/@required,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: false,,false,false,false,false,false
Same as Baseline,/careerSavegame[1]/mod[50]/@title,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: John Deere Series 7010,,John Deere Series 7010,John Deere Series 7010,John Deere Series 7010,John Deere Series 7010,John Deere Series 7010
Same as Baseline,/careerSavegame[1]/mod[50]/@version,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 1.2.0.1,,1.2.0.1,1.2.0.1,1.2.0.1,1.2.0.1,1.2.0.1
Same as Baseline,/careerSavegame[1]/mod[51],E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: <empty>,,<empty>,<empty>,<empty>,<empty>,<empty>
Same as Baseline,/careerSavegame[1]/mod[51]/@fileHash,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 6b1b13becc7fb07d0166a21a604462e3,,6b1b13becc7fb07d0166a21a604462e3,6b1b13becc7fb07d0166a21a604462e3,6b1b13becc7fb07d0166a21a604462e3,6b1b13becc7fb07d0166a21a604462e3,6b1b13becc7fb07d0166a21a604462e3
Same as Baseline,/careerSavegame[1]/mod[51]/@modName,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: FS25_John_Deere_6r_Series,,FS25_John_Deere_6r_Series,FS25_John_Deere_6r_Series,FS25_John_Deere_6r_Series,FS25_John_Deere_6r_Series,FS25_John_Deere_6r_Series
Same as Baseline,/careerSavegame[1]/mod[51]/@required,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: false,,false,false,false,false,false
Same as Baseline,/careerSavegame[1]/mod[51]/@title,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: John Deere 6R Series,,John Deere 6R Series,John Deere 6R Series,John Deere 6R Series,John Deere 6R Series,John Deere 6R Series
Same as Baseline,/careerSavegame[1]/mod[51]/@version,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 1.0.0.0,,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0
Same as Baseline,/careerSavegame[1]/mod[52],E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: <empty>,,<empty>,<empty>,<empty>,<empty>,<empty>
Same as Baseline,/careerSavegame[1]/mod[52]/@fileHash,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 4a1d2024ff067b2f27811ef0841be7f1,,4a1d2024ff067b2f27811ef0841be7f1,4a1d2024ff067b2f27811ef0841be7f1,4a1d2024ff067b2f27811ef0841be7f1,4a1d2024ff067b2f27811ef0841be7f1,4a1d2024ff067b2f27811ef0841be7f1
Same as Baseline,/careerSavegame[1]/mod[52]/@modName,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: FS25_KroneBalerPack,,FS25_KroneBalerPack,FS25_KroneBalerPack,FS25_KroneBalerPack,FS25_KroneBalerPack,FS25_KroneBalerPack
Same as Baseline,/careerSavegame[1]/mod[52]/@required,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: false,,false,false,false,false,false
Same as Baseline,/careerSavegame[1]/mod[52]/@title,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: Krone Baler Pack,,Krone Baler Pack,Krone Baler Pack,Krone Baler Pack,Krone Baler Pack,Krone Baler Pack
Same as Baseline,/careerSavegame[1]/mod[52]/@version,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 1.0.1.0,,1.0.1.0,1.0.1.0,1.0.1.0,1.0.1.0,1.0.1.0
Same as Baseline,/careerSavegame[1]/mod[53],E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: <empty>,,<empty>,<empty>,<empty>,<empty>,<empty>
Same as Baseline,/careerSavegame[1]/mod[53]/@fileHash,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: ffba7cac8e3731b5d2364733ce218e71,,ffba7cac8e3731b5d2364733ce218e71,ffba7cac8e3731b5d2364733ce218e71,ffba7cac8e3731b5d2364733ce218e71,ffba7cac8e3731b5d2364733ce218e71,ffba7cac8e3731b5d2364733ce218e71
Same as Baseline,/careerSavegame[1]/mod[53]/@modName,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: FS25_IncreaseLightRange,,FS25_IncreaseLightRange,FS25_IncreaseLightRange,FS25_IncreaseLightRange,FS25_IncreaseLightRange,FS25_IncreaseLightRange
Same as Baseline,/careerSavegame[1]/mod[53]/@required,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: false,,false,false,false,false,false
Same as Baseline,/careerSavegame[1]/mod[53]/@title,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: Increase Light Range,,Increase Light Range,Increase Light Range,Increase Light Range,Increase Light Range,Increase Light Range
Same as Baseline,/careerSavegame[1]/mod[53]/@version,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 1.0.0.0,,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0
Same as Baseline,/careerSavegame[1]/mod[54],E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: <empty>,,<empty>,<empty>,<empty>,<empty>,<empty>
Same as Baseline,/careerSavegame[1]/mod[54]/@fileHash,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 90577b1a862f24f2cf531e26eb033103,,90577b1a862f24f2cf531e26eb033103,90577b1a862f24f2cf531e26eb033103,90577b1a862f24f2cf531e26eb033103,90577b1a862f24f2cf531e26eb033103,90577b1a862f24f2cf531e26eb033103
Same as Baseline,/careerSavegame[1]/mod[54]/@modName,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: FS25_JD4755,,FS25_JD4755,FS25_JD4755,FS25_JD4755,FS25_JD4755,FS25_JD4755
Same as Baseline,/careerSavegame[1]/mod[54]/@required,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: false,,false,false,false,false,false
Same as Baseline,/careerSavegame[1]/mod[54]/@title,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: John Deere 4755-4955,,John Deere 4755-4955,John Deere 4755-4955,John Deere 4755-4955,John Deere 4755-4955,John Deere 4755-4955
Same as Baseline,/careerSavegame[1]/mod[54]/@version,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 1.0.0.0,,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0
Same as Baseline,/careerSavegame[1]/mod[55],E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: <empty>,,<empty>,<empty>,<empty>,<empty>,<empty>
Same as Baseline,/careerSavegame[1]/mod[55]/@fileHash,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 2449649fc387fcfdbb5a04796bb49a48,,2449649fc387fcfdbb5a04796bb49a48,2449649fc387fcfdbb5a04796bb49a48,2449649fc387fcfdbb5a04796bb49a48,2449649fc387fcfdbb5a04796bb49a48,2449649fc387fcfdbb5a04796bb49a48
Same as Baseline,/careerSavegame[1]/mod[55]/@modName,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: FS25_SplitBrakes,,FS25_SplitBrakes,FS25_SplitBrakes,FS25_SplitBrakes,FS25_SplitBrakes,FS25_SplitBrakes
Same as Baseline,/careerSavegame[1]/mod[55]/@required,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: false,,false,false,false,false,false
Same as Baseline,/careerSavegame[1]/mod[55]/@title,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: Split Brakes,,Split Brakes,Split Brakes,Split Brakes,Split Brakes,Split Brakes
Same as Baseline,/careerSavegame[1]/mod[55]/@version,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 1.1.0.0,,1.1.0.0,1.1.0.0,1.1.0.0,1.1.0.0,1.1.0.0
Same as Baseline,/careerSavegame[1]/mod[56],E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: <empty>,,<empty>,<empty>,<empty>,<empty>,<empty>
Same as Baseline,/careerSavegame[1]/mod[56]/@fileHash,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 1cd0b108ec03f9f9bde45aa5e2bbac11,,1cd0b108ec03f9f9bde45aa5e2bbac11,1cd0b108ec03f9f9bde45aa5e2bbac11,1cd0b108ec03f9f9bde45aa5e2bbac11,1cd0b108ec03f9f9bde45aa5e2bbac11,1cd0b108ec03f9f9bde45aa5e2bbac11
